id,date,corrib_production,moffat,ROI_imports_via_interconnector,total
1044,2020-11-09,52.3287,175.4,114.689,342.417
1045,2020-11-10,51.8178,157.878,99.0853,308.781
1046,2020-11-11,49.4625,123.511,83.4956,256.469
1047,2020-11-12,52.0879,135.667,87.0544,274.809
1048,2020-11-13,52.3225,154.878,101.819,309.02
1049,2020-11-14,52.315,119.033,73.2021,244.55
1050,2020-11-15,52.3165,126.111,73.6032,252.031
1051,2020-11-16,52.4122,148.289,90.1859,290.887
1052,2020-11-17,49.8834,134.389,86.4978,270.77
1053,2020-11-18,52.3232,142.378,87.0499,281.751
1054,2020-11-19,52.3619,181.822,122.458,356.642
1055,2020-11-20,52.3403,145.322,83.9983,281.661
1056,2020-11-21,52.3297,146.0,96.7777,295.107
1057,2020-11-22,52.3454,174.644,118.145,345.134
1058,2020-11-23,52.4147,157.567,94.154,304.135
1059,2020-11-24,52.4166,184.5,128.345,365.261
1060,2020-11-25,52.4211,215.7,151.664,419.785
1061,2020-11-26,52.4233,228.378,168.565,449.366
1062,2020-11-27,52.3857,241.122,166.351,459.859
1063,2020-11-28,52.2618,198.444,135.654,386.36
1064,2020-11-29,52.35,187.611,126.128,366.089
1065,2020-11-30,52.3554,195.844,131.08,379.28
1066,2020-12-01,52.3341,202.389,139.107,393.83
1067,2020-12-02,52.3141,198.422,137.005,387.742
1068,2020-12-03,52.296,218.789,147.616,418.701
1069,2020-12-04,52.3513,189.267,115.747,357.365
1070,2020-12-05,52.3776,188.111,122.535,363.024
1071,2020-12-06,52.3883,225.422,162.97,440.78
1072,2020-12-07,52.381,252.144,175.728,480.253
1073,2020-12-08,52.3794,243.978,167.484,463.841
1074,2020-12-09,52.3309,239.25,159.934,451.515
1075,2020-12-10,52.3642,207.044,135.348,394.757
1076,2020-12-11,52.2067,200.167,132.968,385.341
1077,2020-12-12,52.2852,171.856,117.013,341.154
1078,2020-12-13,52.3224,141.689,82.8549,276.866
1079,2020-12-14,52.3224,183.067,114.633,350.023
1080,2020-12-15,52.3143,182.211,120.163,354.689
1081,2020-12-16,52.3237,185.9,119.469,357.693
1082,2020-12-17,50.4459,177.278,109.401,337.124
1083,2020-12-18,52.3238,164.033,100.918,317.275
1084,2020-12-19,52.3331,140.376,85.2015,277.911
1085,2020-12-20,52.324,166.789,107.956,327.068
1086,2020-12-21,52.308,205.344,148.584,406.237
1087,2020-12-22,52.2203,223.344,151.499,427.063
1088,2020-12-23,52.3427,172.803,101.672,326.817
1089,2020-12-24,52.3823,199.311,134.702,386.395
1090,2020-12-25,52.3042,165.667,100.291,318.262
1091,2020-12-26,52.2601,129.411,67.5456,249.217
1092,2020-12-27,52.3504,146.489,84.9156,283.755
1093,2020-12-28,52.4239,146.433,85.1882,284.045
1094,2020-12-29,52.4279,199.178,133.006,384.611
1095,2020-12-30,52.427,235.044,167.032,454.503
1096,2020-12-31,52.4291,193.9,123.393,369.722
1097,2021-01-01,52.4316,190.556,125.332,368.319
1098,2021-01-02,52.3003,195.856,132.508,380.664
1099,2021-01-03,52.17,200.056,134.545,386.771
1100,2021-01-04,52.1247,229.378,156.791,438.293
1101,2021-01-05,52.2289,237.056,164.431,453.715
1102,2021-01-06,52.2703,274.511,192.561,519.342
1103,2021-01-07,52.2845,276.678,185.291,514.253
1104,2021-01-08,52.3041,280.744,196.54,529.588
1105,2021-01-09,52.2477,236.994,166.736,455.978
1106,2021-01-10,52.1901,185.756,116.133,354.079
1107,2021-01-11,52.205,167.656,99.0384,318.899
1108,2021-01-12,52.2084,226.208,141.816,420.233
1109,2021-01-13,52.197,218.989,133.235,404.421
1110,2021-01-14,52.1972,217.767,150.763,420.727
1111,2021-01-15,52.1938,168.556,106.605,327.355
1112,2021-01-16,52.2112,137.8,80.9386,270.95
1113,2021-01-17,52.2185,178.567,117.476,348.261
1114,2021-01-18,52.1898,217.689,138.868,408.747
1115,2021-01-19,2.72202,237.342,163.233,403.297
1116,2021-01-20,29.1544,237.572,162.361,429.088
1117,2021-01-21,52.4818,222.311,151.069,425.862
1118,2021-01-22,52.31,239.333,161.576,453.219
1119,2021-01-23,21.8506,243.397,174.477,439.725
1120,2021-01-24,30.8685,242.244,165.836,438.949
1121,2021-01-25,52.0386,234.608,153.315,439.962
1122,2021-01-26,52.0604,225.522,145.054,422.636
1123,2021-01-27,52.068,207.467,128.188,387.723
1124,2021-01-28,52.0987,177.056,102.985,332.139
1125,2021-01-29,52.0998,176.611,108.641,337.352
1126,2021-01-30,52.0243,156.256,92.9951,301.275
1127,2021-01-31,52.0787,168.256,111.532,331.866
1128,2021-02-01,52.0704,196.278,128.465,376.813
1129,2021-02-02,51.9265,190.044,115.653,357.624
1130,2021-02-03,52.0744,204.0,126.263,382.338
1131,2021-02-04,52.2974,204.467,132.298,389.062
1132,2021-02-05,52.2561,210.7,139.797,402.753
1133,2021-02-06,52.159,203.367,132.071,387.597
1134,2021-02-07,52.2264,159.756,94.2405,306.222
1135,2021-02-08,52.1624,214.211,136.274,402.648
1136,2021-02-09,52.0575,228.989,150.222,431.269
1137,2021-02-10,52.1455,247.939,160.498,460.583
1138,2021-02-11,52.1196,217.033,137.028,406.181
1139,2021-02-12,52.0164,194.0,119.668,365.684
1140,2021-02-13,51.7272,179.078,106.503,337.308
1141,2021-02-14,51.7093,150.7,79.0343,281.444
1142,2021-02-15,51.7629,148.898,86.732,287.393
1143,2021-02-16,51.9254,141.133,87.0137,280.072
1144,2021-02-17,51.8813,163.822,97.5351,313.239
1145,2021-02-18,51.7199,158.044,95.5606,305.325
1146,2021-02-19,51.5986,148.081,91.2365,290.916
1147,2021-02-20,51.6962,112.756,64.8987,229.351
1148,2021-02-21,51.8784,125.789,82.6323,260.3
1149,2021-02-22,51.5579,145.111,92.8323,289.501
1150,2021-02-23,51.5473,143.689,93.5963,288.833
1151,2021-02-24,51.7472,154.067,107.896,313.71
1152,2021-02-25,51.7003,195.478,141.064,388.242
1153,2021-02-26,51.5925,191.478,134.166,377.236
1154,2021-02-27,51.6609,187.033,134.944,373.638
1155,2021-02-28,51.6595,173.478,122.702,347.84
1156,2021-03-01,51.4942,179.456,132.983,363.933
1157,2021-03-02,51.5099,213.278,154.646,419.434
1158,2021-03-03,51.572,219.378,164.851,435.801
1159,2021-03-04,51.5553,227.189,163.923,442.667
1160,2021-03-05,51.5022,231.933,165.19,448.626
1161,2021-03-06,51.3847,204.744,146.353,402.483
1162,2021-03-07,51.3691,196.844,144.554,392.768
1163,2021-03-08,51.3121,204.267,142.93,398.509
1164,2021-03-09,51.1524,176.122,111.647,338.922
1165,2021-03-10,51.0147,160.9,97.3461,309.261
1166,2021-03-11,51.3154,161.544,100.028,312.888
1167,2021-03-12,51.1956,185.056,122.044,358.295
1168,2021-03-13,51.3047,145.411,89.7737,286.49
1169,2021-03-14,51.3305,134.156,77.9374,263.423
1170,2021-03-15,51.1226,199.956,132.296,383.374
1171,2021-03-16,51.1688,192.344,131.519,375.032
1172,2021-03-17,51.1876,182.567,120.029,353.784
1173,2021-03-18,51.1139,188.633,122.382,362.129
1174,2021-03-19,51.0339,200.667,137.214,388.914
1175,2021-03-20,51.0014,176.911,117.286,345.199
1176,2021-03-21,51.0502,179.911,117.33,348.292
1177,2021-03-22,50.8191,191.811,133.741,376.372
1178,2021-03-23,50.8435,166.222,107.236,324.301
1179,2021-03-24,50.8601,173.756,110.799,335.414
1180,2021-03-25,50.8177,166.356,105.308,322.482
1181,2021-03-26,50.9022,164.411,103.303,318.616
1182,2021-03-27,48.1274,123.656,80.8578,252.641
1183,2021-03-28,50.4042,108.0,62.7741,221.178
1184,2021-03-29,50.4568,116.656,73.8797,240.992
1185,2021-03-30,50.5685,152.022,113.888,316.479
1186,2021-03-31,50.6066,182.739,122.246,355.592
1187,2021-04-01,50.421,176.867,122.304,349.592
1188,2021-04-02,50.5819,180.522,128.796,359.9
1189,2021-04-03,50.5247,183.256,131.993,365.774
1190,2021-04-04,50.6075,129.9,85.9615,266.469
1191,2021-04-05,50.7315,141.567,95.902,288.2
1192,2021-04-06,50.5301,182.044,132.242,364.816
1193,2021-04-07,50.4527,200.622,137.218,388.293
1194,2021-04-08,50.4644,178.356,118.787,347.607
1195,2021-04-09,50.4827,199.844,136.713,387.04
1196,2021-04-10,50.4946,181.644,129.974,362.113
1197,2021-04-11,50.4915,182.178,120.461,353.13
1198,2021-04-12,50.4113,214.544,144.642,409.597
1199,2021-04-13,50.3401,209.756,141.482,401.578
1200,2021-04-14,50.1294,196.111,131.411,377.652
1201,2021-04-15,50.1059,173.744,114.934,338.784
1202,2021-04-16,50.3226,160.478,102.272,313.072
1203,2021-04-17,50.0126,113.667,69.8649,233.544
1204,2021-04-18,50.0573,160.844,96.8669,307.769
1205,2021-04-19,50.1477,186.4,118.945,355.493
1206,2021-04-20,50.1842,177.84,119.963,347.988
1207,2021-04-21,49.6596,164.478,104.572,318.709
1208,2021-04-22,49.5313,156.378,99.2357,305.145
1209,2021-04-23,49.7624,152.411,88.349,290.522
1210,2021-04-24,49.3973,133.3,71.5357,254.233
1211,2021-04-25,49.7689,128.822,79.0364,257.628
1212,2021-04-26,49.78,149.589,93.697,293.066
1213,2021-04-27,49.9306,143.411,96.4111,289.753
1214,2021-04-28,49.8099,174.311,108.201,332.322
1215,2021-04-29,49.8171,182.689,113.424,345.93
1216,2021-04-30,48.4924,190.983,119.362,358.837
1217,2021-05-01,49.722,161.667,109.975,321.364
1218,2021-05-02,49.577,139.589,87.52,276.686
1219,2021-05-03,49.4376,112.078,58.2115,219.727
1220,2021-05-04,44.4909,133.922,86.0726,264.486
1221,2021-05-05,48.586,162.767,118.345,329.698
1222,2021-05-06,49.696,145.733,113.78,309.209
1223,2021-05-07,49.443,150.4,97.4034,297.246
1224,2021-05-08,49.018,118.756,62.5634,230.337
1225,2021-05-09,49.0539,108.011,57.0181,214.083
1226,2021-05-10,49.0632,126.378,69.9432,245.384
1227,2021-05-11,48.009,119.922,72.4512,240.382
1228,2021-05-12,42.9061,155.189,100.953,299.048
1229,2021-05-13,39.3081,147.389,93.238,279.935
1230,2021-05-14,39.3032,153.579,96.6368,289.519
1231,2021-05-15,39.353,145.7,97.5728,282.626
1232,2021-05-16,39.0387,138.978,93.3507,271.367
1233,2021-05-17,38.7904,178.067,104.904,321.761
1234,2021-05-18,39.0186,176.797,104.651,320.466
1235,2021-05-19,39.0233,145.817,92.9219,277.762
1236,2021-05-20,40.7577,129.894,68.0913,238.743
1237,2021-05-21,40.4737,132.472,78.6777,251.624
1238,2021-05-22,40.2734,143.394,86.8552,270.523
1239,2021-05-23,40.2388,147.428,86.4495,274.116
1240,2021-05-24,40.3117,133.594,83.7998,257.706
1241,2021-05-25,40.2475,146.5,109.055,295.802
1242,2021-05-26,40.1608,158.783,107.038,305.982
1243,2021-05-27,40.1388,155.039,97.2783,292.456
1244,2021-05-28,39.985,165.022,109.486,314.493
1245,2021-05-29,39.9229,143.992,98.9669,282.881
1246,2021-05-30,39.7587,130.017,95.222,264.997
1247,2021-05-31,39.7933,130.497,87.858,258.149
1248,2021-06-01,39.9749,145.828,102.748,288.551
1249,2021-06-02,39.82,147.089,108.271,295.18
1250,2021-06-03,39.7236,129.167,90.022,258.912
1251,2021-06-04,39.778,142.1,93.7865,275.665
1252,2021-06-05,39.844,146.564,101.496,287.904
1253,2021-06-06,39.6777,148.975,104.908,293.561
1254,2021-06-07,39.5778,126.526,79.5715,245.675
1255,2021-06-08,39.4614,133.622,81.2548,254.338
1256,2021-06-09,39.5108,120.261,82.6469,242.419
1257,2021-06-10,39.5144,115.844,69.1609,224.52
1258,2021-06-11,39.6283,134.392,90.0354,264.055
1259,2021-06-12,39.4398,133.061,90.7105,263.211
1260,2021-06-13,39.6237,125.508,81.4858,246.618
1261,2021-06-14,39.6027,151.492,100.18,291.275
1262,2021-06-15,39.4314,137.1,83.5607,260.092
1263,2021-06-16,39.4057,155.514,101.632,296.551
1264,2021-06-17,39.4463,154.608,102.356,296.411
1265,2021-06-18,39.4389,156.711,109.905,306.055
1266,2021-06-19,39.3112,135.278,98.8324,273.421
1267,2021-06-20,39.3583,131.299,85.432,256.089
1268,2021-06-21,35.6568,126.297,88.2427,250.197
1269,2021-06-22,38.5997,153.028,106.402,298.029
1270,2021-06-23,48.4939,152.658,99.8763,301.028
1271,2021-06-24,48.6485,119.189,80.1892,248.027
1272,2021-06-25,48.5246,119.578,81.4269,249.529
1273,2021-06-26,48.44,131.456,80.1695,260.065
1274,2021-06-27,48.3122,106.544,72.6605,227.517
1275,2021-06-28,48.3357,128.867,89.525,266.727
1276,2021-06-29,48.427,127.367,84.2831,260.077
1277,2021-06-30,48.3743,146.922,96.3737,291.67
1278,2021-07-01,48.2669,141.611,97.405,287.283
1279,2021-07-02,48.0315,131.567,89.4356,269.034
1280,2021-07-03,47.6132,109.922,71.5785,229.114
1281,2021-07-04,47.8848,113.9,71.3761,233.161
1282,2021-07-05,8.39436,184.822,132.549,325.765
1283,2021-07-06,0.0,186.711,140.04,326.751
1284,2021-07-07,0.0,183.156,141.884,325.04
1285,2021-07-08,0.0,198.378,145.929,344.306
1286,2021-07-09,0.0,186.344,145.326,331.671
1287,2021-07-10,0.0,168.256,123.49,291.746
1288,2021-07-11,0.0,167.922,126.944,294.866
1289,2021-07-12,0.0,184.622,140.75,325.373
1290,2021-07-13,0.0,188.289,145.604,333.893
1291,2021-07-14,0.0,187.3,137.671,324.971
1292,2021-07-15,0.0,199.111,146.603,345.714
1293,2021-07-16,0.0,197.444,145.144,342.589
1294,2021-07-17,0.0,181.811,139.116,320.928
1295,2021-07-18,0.0,173.111,136.856,309.967
1296,2021-07-19,0.0,190.567,141.523,332.089
1297,2021-07-20,0.0,185.9,140.383,326.283
1298,2021-07-21,0.0,180.542,136.356,316.898
1299,2021-07-22,0.0,181.644,137.344,318.988
1300,2021-07-23,0.0,176.456,131.985,308.44
1301,2021-07-24,0.0,160.956,127.032,287.988
1302,2021-07-25,0.0,145.878,123.062,268.939
1303,2021-07-26,0.0,183.0,138.669,321.669
1304,2021-07-27,0.0,152.256,134.073,286.329
1305,2021-07-28,1.06035,144.844,113.393,259.298
1306,2021-07-29,21.2133,157.367,114.201,292.781
1307,2021-07-30,39.7804,122.867,76.5029,239.15
1308,2021-07-31,43.9853,137.611,89.5326,271.129
1309,2021-08-01,43.8332,118.056,82.0815,243.97
1310,2021-08-02,43.7362,145.256,96.5062,285.498
1311,2021-08-03,46.2122,145.933,100.29,292.436
1312,2021-08-04,48.1891,134.944,87.2189,270.352
1313,2021-08-05,32.6953,122.767,83.8041,239.266
1314,2021-08-06,48.8617,106.856,60.3582,216.075
1315,2021-08-07,47.1874,89.5333,48.7429,185.464
1316,2021-08-08,47.3099,67.4556,53.7408,168.506
1317,2021-08-09,45.8095,128.4,93.1155,267.325
1318,2021-08-10,47.4096,134.8,89.4788,271.688
1319,2021-08-11,47.3673,123.914,80.1441,251.425
1320,2021-08-12,47.3362,101.167,59.2553,207.758
1321,2021-08-13,47.2917,110.722,74.0467,232.061
1322,2021-08-14,47.329,139.4,96.2934,283.022
1323,2021-08-15,47.3136,103.833,63.6419,214.789
1324,2021-08-16,48.2497,120.156,78.3738,246.779
1325,2021-08-17,47.452,134.911,92.7456,275.109
1326,2021-08-18,48.3197,163.578,114.456,326.354
1327,2021-08-19,45.9216,163.878,110.158,319.957
1328,2021-08-20,47.081,133.133,91.5583,271.773
1329,2021-08-21,47.0882,140.522,92.119,279.729
1330,2021-08-22,47.0662,129.644,93.7833,270.494
1331,2021-08-23,47.0767,152.689,99.8948,299.66
1332,2021-08-24,46.9637,161.511,109.298,317.773
1333,2021-08-25,40.1968,170.078,118.883,329.157
1334,2021-08-26,40.194,172.211,121.614,334.019
1335,2021-08-27,47.1526,161.978,113.401,322.531
1336,2021-08-28,47.1273,145.789,99.2528,292.169
1337,2021-08-29,47.1351,131.622,86.8794,265.637
1338,2021-08-30,47.1144,139.778,94.6444,281.537
1339,2021-08-31,47.6654,154.322,100.137,302.125
1340,2021-09-01,47.8406,145.411,97.4962,290.748
1341,2021-09-02,47.8616,153.9,100.53,302.291
1342,2021-09-03,47.858,148.022,99.7925,295.673
1343,2021-09-04,47.8597,110.422,68.0639,226.346
1344,2021-09-05,47.8536,104.633,63.472,215.959
1345,2021-09-06,47.8581,140.411,86.5797,274.849
1346,2021-09-07,47.6265,131.8,75.3328,254.759
1347,2021-09-08,47.8622,134.633,83.9345,266.43
1348,2021-09-09,47.8602,139.033,91.3156,278.209
1349,2021-09-10,47.8564,137.678,91.6467,277.181
1350,2021-09-11,47.8614,119.844,87.384,255.09
1351,2021-09-12,47.8609,127.267,83.09,258.218
1352,2021-09-13,47.8587,141.867,87.6589,277.384
1353,2021-09-14,47.8528,154.511,99.6343,301.998
1354,2021-09-15,47.8303,158.444,102.693,308.968
1355,2021-09-16,47.6406,127.0,79.737,254.378
1356,2021-09-17,47.6849,137.856,96.4085,281.949
1357,2021-09-18,47.7511,125.167,85.3172,258.235
1358,2021-09-19,47.6889,114.278,76.5863,238.553
1359,2021-09-20,47.7212,136.922,96.0238,280.667
1360,2021-09-21,47.7104,125.278,85.192,258.18
1361,2021-09-22,47.6562,104.311,69.6443,221.612
1362,2021-09-23,47.6227,115.822,78.1875,241.632
1363,2021-09-24,47.5546,114.233,80.1535,241.941
1364,2021-09-25,47.5037,115.733,77.7575,240.995
1365,2021-09-26,47.6939,102.167,67.9388,217.799
1366,2021-09-27,47.6955,107.144,71.0223,225.862
1367,2021-09-28,47.679,133.356,93.0458,274.08
1368,2021-09-29,47.4565,129.8,88.0258,265.282
1369,2021-09-30,47.5287,111.306,69.5138,228.348
1370,2021-10-01,47.5198,106.111,71.419,225.05
1371,2021-10-02,47.4512,116.689,74.7676,238.908
1372,2021-10-03,47.4187,105.267,68.0815,220.767
1373,2021-10-04,47.4668,152.256,104.441,304.164
1374,2021-10-05,47.0739,129.911,88.0989,265.084
1375,2021-10-06,46.9738,143.922,90.0787,280.975
1376,2021-10-07,47.1832,114.889,71.6307,233.703
1377,2021-10-08,46.993,96.1667,65.0501,208.21
1378,2021-10-09,47.2924,129.333,92.5022,269.128
1379,2021-10-10,47.2424,116.822,89.3949,253.46
1380,2021-10-11,47.1526,145.978,108.454,301.584
1381,2021-10-12,47.1124,155.222,114.32,316.655
1382,2021-10-13,47.1401,152.911,112.777,312.829
1383,2021-10-14,47.0921,133.067,101.067,281.225
1384,2021-10-15,43.7427,162.733,121.307,327.783
1385,2021-10-16,18.4212,133.678,95.9681,248.067
1386,2021-10-17,48.6395,108.333,67.0905,224.063
1387,2021-10-18,47.2587,108.7,62.2439,218.203
1388,2021-10-19,37.6604,108.289,73.4056,219.355
1389,2021-10-20,28.2638,151.478,107.804,287.546
1390,2021-10-21,44.6039,142.528,104.277,291.409
1391,2021-10-22,48.7674,148.322,103.664,300.754
1392,2021-10-23,47.6646,85.5,55.2237,188.388
1393,2021-10-24,47.6646,86.4667,52.2976,186.429
1394,2021-10-25,47.3338,126.233,77.406,250.973
1395,2021-10-26,47.0898,92.0444,63.2002,202.334
1396,2021-10-27,47.2326,121.9,89.1559,258.289
1397,2021-10-28,47.166,163.578,117.104,327.848
1398,2021-10-29,47.1438,152.756,110.528,310.428
1399,2021-10-30,49.0331,126.611,87.0298,262.674
1400,2021-10-31,47.0739,105.544,63.0344,215.653
1401,2021-11-01,47.1033,162.722,112.788,322.613
1402,2021-11-02,47.0463,172.167,119.898,339.111
1403,2021-11-03,47.0776,166.222,112.419,325.718
1404,2021-11-04,46.987,172.389,126.797,346.173
1405,2021-11-05,46.9037,165.6,121.783,334.286
1406,2021-11-06,46.8703,114.322,73.412,234.605
1407,2021-11-07,46.7381,139.611,95.391,281.74
1408,2021-11-08,46.738,143.211,96.2803,286.229
1409,2021-11-09,46.8332,171.0,124.908,342.741
1410,2021-11-10,46.7,189.511,133.812,370.023
1411,2021-11-11,46.566,135.111,82.9589,264.636
1412,2021-11-12,46.6128,125.556,79.3877,251.556
1413,2021-11-13,46.435,165.356,116.767,328.558
1414,2021-11-14,46.5896,131.133,99.1866,276.91
1415,2021-11-15,46.5286,192.2,136.935,375.664
1416,2021-11-16,45.9622,153.622,103.327,302.911
1417,2021-11-17,45.9121,161.089,110.008,317.009
1418,2021-11-18,46.4551,139.144,102.07,287.67
1419,2021-11-19,46.4489,157.608,116.589,320.646
1420,2021-11-20,46.4824,129.911,91.2037,267.597
1421,2021-11-21,46.3097,148.933,108.489,303.733
1422,2021-11-22,45.912,245.475,170.031,461.418
1423,2021-11-23,45.9402,234.444,162.958,443.343
1424,2021-11-24,45.7496,210.567,144.653,400.969
1425,2021-11-25,45.6981,209.633,143.382,398.714
1426,2021-11-26,46.2138,155.1,103.225,304.538
1427,2021-11-27,46.2002,173.978,129.216,349.394
1428,2021-11-28,46.1616,188.344,133.17,367.676
1429,2021-11-29,46.1476,209.111,136.976,392.235
1430,2021-11-30,46.1351,170.0,109.756,325.891
1431,2021-12-01,46.2262,179.089,115.734,341.05
1432,2021-12-02,46.0448,239.378,159.228,444.651
1433,2021-12-03,46.0984,212.889,146.842,405.83
1434,2021-12-04,46.1264,144.667,96.6417,287.435
1435,2021-12-05,46.0718,185.944,128.389,360.405
1436,2021-12-06,46.0852,185.067,124.988,356.14
1437,2021-12-07,46.0017,173.9,113.334,333.236
1438,2021-12-08,46.0417,180.2,123.774,350.016
1439,2021-12-09,46.0063,202.144,130.033,378.183
1440,2021-12-10,45.9737,209.367,139.231,394.571
1441,2021-12-11,45.9116,154.0,95.591,295.503
1442,2021-12-12,45.8692,134.944,81.3741,262.188
1443,2021-12-13,46.0575,243.308,166.136,455.501
1444,2021-12-14,45.8757,184.489,120.105,350.47
1445,2021-12-15,45.885,199.333,133.204,378.422
1446,2021-12-16,45.9171,217.062,145.563,408.543
1447,2021-12-17,45.9704,201.456,133.265,380.691
1448,2021-12-18,45.9157,197.722,131.436,375.074
1449,2021-12-19,45.8924,194.733,126.987,367.612
1450,2021-12-20,45.8365,227.028,149.959,422.823
1451,2021-12-21,45.7625,203.489,128.639,377.89
1452,2021-12-22,45.5606,166.389,93.8302,305.78
1453,2021-12-23,45.7206,157.9,97.2458,300.866
1454,2021-12-24,45.676,132.322,76.0607,254.059
1455,2021-12-25,45.657,105.244,62.8987,213.8
1456,2021-12-26,45.6549,137.2,93.1657,276.021
1457,2021-12-27,45.6427,175.467,107.541,328.651
1458,2021-12-28,45.6007,155.778,108.946,310.324
1459,2021-12-29,45.3788,108.044,60.1456,213.569
1460,2021-12-30,45.4029,132.633,86.1531,264.189
1461,2021-12-31,35.7086,105.144,58.4639,199.317
1462,2022-01-01,46.1509,87.3444,40.9409,174.436
1463,2022-01-02,45.6335,78.8,49.6362,174.07
1464,2022-01-03,45.7129,111.967,71.1436,228.823
1465,2022-01-04,45.6443,196.722,135.546,377.913
1466,2022-01-05,45.5454,225.822,157.533,428.901
1467,2022-01-06,45.5838,166.825,100.633,313.042
1468,2022-01-07,45.3526,208.867,133.054,387.273
1469,2022-01-08,45.4562,138.036,84.6785,268.171
1470,2022-01-09,45.284,184.981,116.861,347.126
1471,2022-01-10,45.474,199.569,134.391,379.435
1472,2022-01-11,45.4201,227.494,152.675,425.59
1473,2022-01-12,45.4202,234.678,161.006,441.104
1474,2022-01-13,45.3529,259.792,181.22,486.364
1475,2022-01-14,45.3588,261.725,187.657,494.741
1476,2022-01-15,45.3008,221.736,146.788,413.825
1477,2022-01-16,45.3854,208.981,141.063,395.429
1478,2022-01-17,45.279,247.772,165.611,458.662
1479,2022-01-18,45.1088,214.553,141.063,400.724
1480,2022-01-19,45.3127,210.525,140.967,396.805
1481,2022-01-20,45.24,264.136,184.449,493.825
1482,2022-01-21,45.2479,258.45,178.781,482.479
1483,2022-01-22,45.1311,218.369,155.334,418.835
1484,2022-01-23,45.0761,198.106,128.118,371.3
1485,2022-01-24,45.1568,264.325,188.267,497.748
1486,2022-01-25,45.0705,259.017,184.888,488.975
1487,2022-01-26,44.9043,169.075,111.397,325.377
1488,2022-01-27,45.0437,211.189,152.72,408.953
1489,2022-01-28,44.8154,152.211,98.0204,295.047
1490,2022-01-29,45.088,139.0,104.986,289.074
1491,2022-01-30,44.9506,136.767,95.7474,277.465
1492,2022-01-31,44.7571,156.956,108.476,310.189
1493,2022-02-01,44.6983,148.156,98.3692,291.223
1494,2022-02-02,44.7414,186.511,133.341,364.593
1495,2022-02-03,44.8503,143.311,96.0895,284.251
1496,2022-02-04,44.7697,171.911,117.611,334.292
1497,2022-02-05,44.6503,122.511,77.4944,244.656
1498,2022-02-06,44.7157,127.867,85.9439,258.526
1499,2022-02-07,36.2395,160.856,106.627,303.722
1500,2022-02-08,31.6534,185.233,129.449,346.336
1501,2022-02-09,34.0913,214.856,156.174,405.121
1502,2022-02-10,32.6671,230.344,164.556,427.568
1503,2022-02-11,42.3647,181.289,119.331,342.985
1504,2022-02-12,44.8131,134.7,86.5001,266.013
1505,2022-02-13,44.777,176.856,118.72,340.352
1506,2022-02-14,44.6903,175.367,114.178,334.235
1507,2022-02-15,44.4342,178.6,116.751,339.785
1508,2022-02-16,44.4753,138.967,84.021,267.463
1509,2022-02-17,44.453,193.922,131.603,369.978
1510,2022-02-18,44.4527,176.478,113.053,333.984
1511,2022-02-19,44.2218,159.9,97.9145,302.036
1512,2022-02-20,44.4447,135.889,91.0382,271.372
1513,2022-02-21,44.2501,176.678,115.617,336.545
1514,2022-02-22,44.4337,148.133,95.4007,287.968
1515,2022-02-23,44.4105,148.567,92.9414,285.919
1516,2022-02-24,44.3649,185.289,114.142,343.796
1517,2022-02-25,44.2408,166.533,108.536,319.31
1518,2022-02-26,44.1582,116.022,71.0844,231.265
1519,2022-02-27,44.1331,114.056,74.687,232.876
1520,2022-02-28,44.3081,206.531,152.327,403.165
1521,2022-03-01,44.1541,217.122,144.671,405.947
1522,2022-03-02,43.9051,182.789,121.349,348.043
1523,2022-03-03,44.1214,194.833,130.818,369.773
1524,2022-03-04,44.0607,217.756,155.028,416.844
1525,2022-03-05,43.8786,187.911,131.9,363.69
1526,2022-03-06,44.1422,163.011,111.453,318.606
1527,2022-03-07,44.0509,146.389,93.789,284.229
1528,2022-03-08,43.9458,136.956,87.5848,268.486
1529,2022-03-09,44.0873,198.867,143.362,386.316
1530,2022-03-10,40.2116,150.111,99.047,289.37
1531,2022-03-11,44.1957,167.8,123.345,335.341
1532,2022-03-12,44.3099,140.978,92.4593,277.747
1533,2022-03-13,44.2744,122.767,82.264,249.305
1534,2022-03-14,44.0895,183.408,129.192,356.689
1535,2022-03-15,44.0957,185.711,122.589,352.396
1536,2022-03-16,43.9966,210.539,136.403,390.938
1537,2022-03-17,43.9209,151.65,104.833,300.404
1538,2022-03-18,43.6488,135.356,80.129,259.133
1539,2022-03-19,43.7128,108.511,64.0504,216.274
1540,2022-03-20,43.7371,138.322,94.1109,276.17
1541,2022-03-21,43.6071,160.956,108.802,313.364
1542,2022-03-22,43.2523,158.889,105.597,307.738
1543,2022-03-23,43.7548,197.867,133.962,375.584
1544,2022-03-24,43.6184,204.111,142.71,390.44
1545,2022-03-25,43.6041,189.044,132.535,365.183
1546,2022-03-26,35.317,140.256,102.878,278.45
1547,2022-03-27,43.3174,167.767,105.961,317.046
1548,2022-03-28,43.8849,203.867,139.594,387.346
1549,2022-03-29,43.7314,199.8,140.312,383.844
1550,2022-03-30,43.6501,191.289,125.917,360.856
1551,2022-03-31,43.718,188.742,122.877,355.337
1552,2022-04-01,43.5222,210.3,138.978,392.8
1553,2022-04-02,43.4593,178.067,122.544,344.07
1554,2022-04-03,43.27,167.089,104.801,315.16
1555,2022-04-04,43.5182,130.367,83.0335,256.918
1556,2022-04-05,41.903,132.089,85.3345,259.326
